criteria_mode,year,target_usd,question,replicate,p
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",88,0.13
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",28,0.41
false_only,no_date,1000000,bitcoin will reach 1 million,87,0.26
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",14,0.41
empty,no_date,100000000,bitcoin will reach 100 million,17,0.32
omitted,no_date,20000000,bitcoin will reach 20 million,83,0.43
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",71,0.3
true_only,no_date,100000000,bitcoin will reach 100 million,1,0.46
empty,no_date,1000000,bitcoin will reach 1 million,65,0.15
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",94,0.42
false_only,no_date,20000000,bitcoin will reach 20 million,74,0.39
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",50,0.41
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",73,0.47
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",76,0.63
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",10,0.47
omitted,no_date,20000000,bitcoin will reach 20 million,82,0.44
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",24,0.26
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",91,0.16
omitted,no_date,1000000,bitcoin will reach 1 million,93,0.12
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",64,0.17
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",22,0.62
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",8,0.61
true_only,no_date,20000000,bitcoin will reach 20 million,51,0.37
false_only,no_date,1000000,bitcoin will reach 1 million,67,0.25
omitted,no_date,20000000,bitcoin will reach 20 million,71,0.41
false_only,no_date,20000000,bitcoin will reach 20 million,86,0.42
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",4,0.32
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",99,0.17
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",61,0.19
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",77,0.38
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",21,0.14
empty,no_date,20000000,bitcoin will reach 20 million,23,0.6
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",67,0.55
empty,no_date,20000000,bitcoin will reach 20 million,50,0.58
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",9,0.17
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,71,0.2
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",54,0.29
paired,no_date,1000000,bitcoin will reach 1 million,8,0.41
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",20,0.41
false_only,no_date,20000000,bitcoin will reach 20 million,11,0.41
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",60,0.31
empty,no_date,100000000,bitcoin will reach 100 million,16,0.34
false_only,no_date,1000000,bitcoin will reach 1 million,61,0.28
false_only,no_date,100000000,bitcoin will reach 100 million,98,0.41
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",1,0.19
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",24,0.13
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",91,0.52
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",4,0.32
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,42,0.19
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,31,0.21
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",77,0.27
true_only,no_date,1000000,bitcoin will reach 1 million,50,0.4
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",44,0.58
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",70,0.27
true_only,no_date,1000000,bitcoin will reach 1 million,74,0.38
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",99,0.42
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",57,0.29
omitted,no_date,20000000,bitcoin will reach 20 million,63,0.46
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",95,0.65
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",88,0.55
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",33,0.4
true_only,no_date,100000000,bitcoin will reach 100 million,39,0.47
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",3,0.6
empty,no_date,1000000,bitcoin will reach 1 million,39,0.14
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",31,0.42
empty,no_date,100000000,bitcoin will reach 100 million,60,0.33
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",74,0.51
false_only,no_date,100000000,bitcoin will reach 100 million,89,0.44
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",21,0.54
paired,no_date,100000000,bitcoin will reach 100 million,31,0.35
false_only,no_date,20000000,bitcoin will reach 20 million,40,0.38
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",55,0.44
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",17,0.61
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",30,0.6
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",79,0.64
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,55,0.45
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",5,0.26
omitted,no_date,100000000,bitcoin will reach 100 million,33,0.36
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",2,0.27
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",96,0.54
empty,no_date,1000000,bitcoin will reach 1 million,55,0.14
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,33,0.45
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,98,0.44
omitted,no_date,100000000,bitcoin will reach 100 million,21,0.36
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",66,0.12
omitted,no_date,20000000,bitcoin will reach 20 million,7,0.44
omitted,no_date,20000000,bitcoin will reach 20 million,38,0.42
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",95,0.44
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",100,0.17
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,50,0.2
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",62,0.33
paired,no_date,100000000,bitcoin will reach 100 million,90,0.32
omitted,no_date,100000000,bitcoin will reach 100 million,90,0.36
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",100,0.37
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,1,0.23
paired,no_date,100000000,bitcoin will reach 100 million,1,0.33
empty,no_date,1000000,bitcoin will reach 1 million,3,0.15
true_only,no_date,100000000,bitcoin will reach 100 million,99,0.45
paired,no_date,20000000,bitcoin will reach 20 million,75,0.38
empty,no_date,100000000,bitcoin will reach 100 million,63,0.34
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,27,0.19
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",95,0.53
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",32,0.45
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",96,0.15
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,85,0.2
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",54,0.37
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",93,0.44
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",71,0.52
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",2,0.17
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",70,0.14
empty,no_date,20000000,bitcoin will reach 20 million,20,0.55
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",4,0.44
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",29,0.61
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",29,0.35
paired,no_date,20000000,bitcoin will reach 20 million,71,0.41
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",62,0.41
paired,no_date,1000000,bitcoin will reach 1 million,88,0.39
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",88,0.17
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",2,0.39
paired,no_date,20000000,bitcoin will reach 20 million,6,0.42
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",47,0.32
false_only,no_date,1000000,bitcoin will reach 1 million,97,0.28
omitted,no_date,100000000,bitcoin will reach 100 million,80,0.37
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",16,0.4
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",15,0.13
empty,no_date,100000000,bitcoin will reach 100 million,97,0.39
empty,no_date,20000000,bitcoin will reach 20 million,26,0.58
omitted,no_date,1000000,bitcoin will reach 1 million,67,0.11
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",33,0.33
empty,no_date,100000000,bitcoin will reach 100 million,19,0.36
omitted,no_date,100000000,bitcoin will reach 100 million,78,0.37
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",11,0.11
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",89,0.64
paired,no_date,1000000,bitcoin will reach 1 million,14,0.38
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",26,0.48
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",93,0.59
paired,no_date,1000000,bitcoin will reach 1 million,33,0.39
empty,no_date,100000000,bitcoin will reach 100 million,9,0.35
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",57,0.27
omitted,no_date,1000000,bitcoin will reach 1 million,86,0.12
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",47,0.13
false_only,no_date,1000000,bitcoin will reach 1 million,100,0.25
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",24,0.43
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",16,0.54
false_only,no_date,1000000,bitcoin will reach 1 million,76,0.24
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",93,0.32
paired,no_date,1000000,bitcoin will reach 1 million,77,0.38
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,100,0.18
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",42,0.53
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,9,0.44
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",89,0.17
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,23,0.22
true_only,no_date,1000000,bitcoin will reach 1 million,87,0.38
true_only,no_date,1000000,bitcoin will reach 1 million,55,0.4
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",39,0.37
omitted,no_date,1000000,bitcoin will reach 1 million,40,0.12
empty,no_date,20000000,bitcoin will reach 20 million,30,0.57
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",82,0.41
omitted,no_date,20000000,bitcoin will reach 20 million,58,0.41
true_only,no_date,20000000,bitcoin will reach 20 million,96,0.38
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,69,0.47
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",91,0.14
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",27,0.22
empty,no_date,1000000,bitcoin will reach 1 million,51,0.13
false_only,no_date,1000000,bitcoin will reach 1 million,40,0.23
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",42,0.4
empty,no_date,20000000,bitcoin will reach 20 million,22,0.58
paired,no_date,1000000,bitcoin will reach 1 million,82,0.39
false_only,no_date,100000000,bitcoin will reach 100 million,100,0.39
false_only,no_date,100000000,bitcoin will reach 100 million,19,0.4
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",22,0.14
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,88,0.46
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",10,0.23
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",84,0.18
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,39,0.2
true_only,no_date,1000000,bitcoin will reach 1 million,26,0.4
omitted,no_date,1000000,bitcoin will reach 1 million,20,0.11
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",34,0.59
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",47,0.41
omitted,no_date,1000000,bitcoin will reach 1 million,61,0.12
omitted,no_date,100000000,bitcoin will reach 100 million,75,0.35
omitted,no_date,20000000,bitcoin will reach 20 million,86,0.44
false_only,no_date,100000000,bitcoin will reach 100 million,57,0.42
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",84,0.6
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",8,0.43
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",75,0.27
false_only,no_date,100000000,bitcoin will reach 100 million,88,0.43
false_only,no_date,100000000,bitcoin will reach 100 million,3,0.43
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",90,0.29
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",89,0.28
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",66,0.26
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",79,0.17
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",23,0.16
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,63,0.16
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,38,0.19
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,63,0.43
true_only,no_date,20000000,bitcoin will reach 20 million,98,0.39
false_only,no_date,1000000,bitcoin will reach 1 million,65,0.25
paired,no_date,1000000,bitcoin will reach 1 million,57,0.4
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",32,0.41
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",22,0.39
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",28,0.55
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",93,0.15
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,27,0.46
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",88,0.38
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",56,0.23
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",79,0.31
true_only,no_date,100000000,bitcoin will reach 100 million,55,0.47
